# Original generated item model layers; rotation xyz, translation xyz, scale xyz.
bone	item/bone	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bone_meal	item/bone_meal	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
book	item/book	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bow	item/bow	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bow_pulling_0	item/bow_pulling_0	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bow_pulling_1	item/bow_pulling_1	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bow_pulling_2	item/bow_pulling_2	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bowl	item/bowl	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brain_coral	block/brain_coral	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brain_coral_fan	block/brain_coral_fan	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bread	item/bread	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brewer_pottery_sherd	item/brewer_pottery_sherd	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brewing_stand	item/brewing_stand	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brick	item/brick	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
broken_elytra	item/broken_elytra	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brown_candle	item/brown_candle	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brown_dye	item/brown_dye	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brown_mushroom	block/brown_mushroom	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brown_stained_glass_pane	block/brown_stained_glass	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brush	item/brush	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brush_brushing_0	item/brush	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brush_brushing_1	item/brush	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
brush_brushing_2	item/brush	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bubble_coral	block/bubble_coral	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bubble_coral_fan	block/bubble_coral_fan	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bucket	item/bucket	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bundle	item/bundle	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
bundle_filled	item/bundle_filled	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
burn_pottery_sherd	item/burn_pottery_sherd	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cake	item/cake	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
camel_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
campfire	item/campfire	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
candle	item/candle	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
carrot	item/carrot	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
carrot_on_a_stick	item/carrot_on_a_stick	0,90,25,0,1.6,0.8,0.68,0.68,0.68
cat_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cauldron	item/cauldron	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cave_spider_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chain	item/chain	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots	item/chainmail_boots	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_amethyst_trim	item/chainmail_boots,trims/items/boots_trim@amethyst	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_copper_trim	item/chainmail_boots,trims/items/boots_trim@copper	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_diamond_trim	item/chainmail_boots,trims/items/boots_trim@diamond	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_emerald_trim	item/chainmail_boots,trims/items/boots_trim@emerald	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_gold_trim	item/chainmail_boots,trims/items/boots_trim@gold	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_iron_trim	item/chainmail_boots,trims/items/boots_trim@iron	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_lapis_trim	item/chainmail_boots,trims/items/boots_trim@lapis	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_netherite_trim	item/chainmail_boots,trims/items/boots_trim@netherite	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_quartz_trim	item/chainmail_boots,trims/items/boots_trim@quartz	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_boots_redstone_trim	item/chainmail_boots,trims/items/boots_trim@redstone	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate	item/chainmail_chestplate	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_amethyst_trim	item/chainmail_chestplate,trims/items/chestplate_trim@amethyst	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_copper_trim	item/chainmail_chestplate,trims/items/chestplate_trim@copper	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_diamond_trim	item/chainmail_chestplate,trims/items/chestplate_trim@diamond	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_emerald_trim	item/chainmail_chestplate,trims/items/chestplate_trim@emerald	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_gold_trim	item/chainmail_chestplate,trims/items/chestplate_trim@gold	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_iron_trim	item/chainmail_chestplate,trims/items/chestplate_trim@iron	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_lapis_trim	item/chainmail_chestplate,trims/items/chestplate_trim@lapis	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_netherite_trim	item/chainmail_chestplate,trims/items/chestplate_trim@netherite	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_quartz_trim	item/chainmail_chestplate,trims/items/chestplate_trim@quartz	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_chestplate_redstone_trim	item/chainmail_chestplate,trims/items/chestplate_trim@redstone	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet	item/chainmail_helmet	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_amethyst_trim	item/chainmail_helmet,trims/items/helmet_trim@amethyst	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_copper_trim	item/chainmail_helmet,trims/items/helmet_trim@copper	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_diamond_trim	item/chainmail_helmet,trims/items/helmet_trim@diamond	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_emerald_trim	item/chainmail_helmet,trims/items/helmet_trim@emerald	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_gold_trim	item/chainmail_helmet,trims/items/helmet_trim@gold	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_iron_trim	item/chainmail_helmet,trims/items/helmet_trim@iron	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_lapis_trim	item/chainmail_helmet,trims/items/helmet_trim@lapis	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_netherite_trim	item/chainmail_helmet,trims/items/helmet_trim@netherite	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_quartz_trim	item/chainmail_helmet,trims/items/helmet_trim@quartz	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_helmet_redstone_trim	item/chainmail_helmet,trims/items/helmet_trim@redstone	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings	item/chainmail_leggings	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_amethyst_trim	item/chainmail_leggings,trims/items/leggings_trim@amethyst	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_copper_trim	item/chainmail_leggings,trims/items/leggings_trim@copper	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_diamond_trim	item/chainmail_leggings,trims/items/leggings_trim@diamond	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_emerald_trim	item/chainmail_leggings,trims/items/leggings_trim@emerald	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_gold_trim	item/chainmail_leggings,trims/items/leggings_trim@gold	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_iron_trim	item/chainmail_leggings,trims/items/leggings_trim@iron	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_lapis_trim	item/chainmail_leggings,trims/items/leggings_trim@lapis	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_netherite_trim	item/chainmail_leggings,trims/items/leggings_trim@netherite	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_quartz_trim	item/chainmail_leggings,trims/items/leggings_trim@quartz	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chainmail_leggings_redstone_trim	item/chainmail_leggings,trims/items/leggings_trim@redstone	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
charcoal	item/charcoal	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_boat	item/cherry_boat	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_chest_boat	item/cherry_chest_boat	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_door	item/cherry_door	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_hanging_sign	item/cherry_hanging_sign	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_sapling	block/cherry_sapling	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cherry_sign	item/cherry_sign	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chest_minecart	item/chest_minecart	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chicken	item/chicken	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chicken_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
chorus_fruit	item/chorus_fruit	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clay_ball	item/clay_ball	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock	item/clock_00	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_01	item/clock_01	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_02	item/clock_02	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_03	item/clock_03	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_04	item/clock_04	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_05	item/clock_05	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_06	item/clock_06	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_07	item/clock_07	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_08	item/clock_08	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_09	item/clock_09	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_10	item/clock_10	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_11	item/clock_11	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_12	item/clock_12	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_13	item/clock_13	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_14	item/clock_14	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_15	item/clock_15	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_16	item/clock_16	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_17	item/clock_17	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_18	item/clock_18	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_19	item/clock_19	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_20	item/clock_20	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_21	item/clock_21	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_22	item/clock_22	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_23	item/clock_23	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_24	item/clock_24	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_25	item/clock_25	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_26	item/clock_26	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_27	item/clock_27	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_28	item/clock_28	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_29	item/clock_29	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_30	item/clock_30	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_31	item/clock_31	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_32	item/clock_32	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_33	item/clock_33	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_34	item/clock_34	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_35	item/clock_35	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_36	item/clock_36	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_37	item/clock_37	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_38	item/clock_38	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_39	item/clock_39	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_40	item/clock_40	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_41	item/clock_41	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_42	item/clock_42	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_43	item/clock_43	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_44	item/clock_44	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_45	item/clock_45	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_46	item/clock_46	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_47	item/clock_47	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_48	item/clock_48	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_49	item/clock_49	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_50	item/clock_50	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_51	item/clock_51	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_52	item/clock_52	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_53	item/clock_53	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_54	item/clock_54	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_55	item/clock_55	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_56	item/clock_56	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_57	item/clock_57	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_58	item/clock_58	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_59	item/clock_59	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_60	item/clock_60	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_61	item/clock_61	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_62	item/clock_62	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
clock_63	item/clock_63	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
coal	item/coal	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
coast_armor_trim_smithing_template	item/coast_armor_trim_smithing_template	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cobweb	block/cobweb	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cocoa_beans	item/cocoa_beans	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cod	item/cod	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cod_bucket	item/cod_bucket	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cod_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
command_block_minecart	item/command_block_minecart	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
comparator	item/comparator	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass	item/compass_16	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_00	item/compass_00	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_01	item/compass_01	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_02	item/compass_02	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_03	item/compass_03	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_04	item/compass_04	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_05	item/compass_05	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_06	item/compass_06	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_07	item/compass_07	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_08	item/compass_08	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_09	item/compass_09	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_10	item/compass_10	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_11	item/compass_11	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_12	item/compass_12	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_13	item/compass_13	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_14	item/compass_14	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_15	item/compass_15	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_17	item/compass_17	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_18	item/compass_18	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_19	item/compass_19	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_20	item/compass_20	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_21	item/compass_21	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_22	item/compass_22	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_23	item/compass_23	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_24	item/compass_24	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_25	item/compass_25	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_26	item/compass_26	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_27	item/compass_27	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_28	item/compass_28	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_29	item/compass_29	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_30	item/compass_30	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
compass_31	item/compass_31	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_beef	item/cooked_beef	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_chicken	item/cooked_chicken	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_cod	item/cooked_cod	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_mutton	item/cooked_mutton	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_porkchop	item/cooked_porkchop	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_rabbit	item/cooked_rabbit	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cooked_salmon	item/cooked_salmon	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cookie	item/cookie	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
copper_ingot	item/copper_ingot	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cornflower	block/cornflower	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
cow_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
creeper_banner_pattern	item/creeper_banner_pattern	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
creeper_spawn_egg	item/spawn_egg,item/spawn_egg_overlay	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crimson_door	item/crimson_door	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crimson_fungus	block/crimson_fungus	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crimson_hanging_sign	item/crimson_hanging_sign	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crimson_roots	block/crimson_roots	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crimson_sign	item/crimson_sign	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
crossbow	item/crossbow_standby	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
crossbow_arrow	item/crossbow_arrow	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
crossbow_firework	item/crossbow_firework	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
crossbow_pulling_0	item/crossbow_pulling_0	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
crossbow_pulling_1	item/crossbow_pulling_1	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
crossbow_pulling_2	item/crossbow_pulling_2	-90,0,-55,1.13,3.2,1.13,0.68,0.68,0.68
cyan_candle	item/cyan_candle	0,-90,25,1.13,3.2,1.13,0.68,0.68,0.68
